Sample Index,GX Raw (LSB),GY Raw (LSB),GZ Raw (LSB),GX Uncal (dps),GY Uncal (dps),GZ Uncal (dps),GX Cal (dps),GY Cal (dps),GZ Cal (dps),Roll Angle Uncal (deg),Pitch Angle Uncal (deg),Yaw Angle Uncal (deg),Roll Angle Cal (deg),Pitch Angle Cal (deg),Yaw Angle Cal (deg)
927,-1009,22,244,-7.702290,0.167939,1.862595,0.359672,-0.377366,2.135687,-74.653969,5.000840,-2.537023,0.080417,-0.054141,-0.005464
928,-1066,85,237,-8.137405,0.648855,1.809160,-0.075443,0.103550,2.082252,-74.735344,5.007328,-2.518931,0.079662,-0.053105,0.015359
929,-1119,141,-80,-8.541985,1.076336,-0.610687,-0.480023,0.531031,-0.337595,-74.820763,5.018092,-2.525038,0.074862,-0.047795,0.011983
930,-1108,126,-60,-8.458015,0.961832,-0.458015,-0.396053,0.416527,-0.184924,-74.905344,5.027710,-2.529618,0.070902,-0.043630,0.010134
931,-1128,119,-50,-8.610687,0.908397,-0.381679,-0.548725,0.363092,-0.108588,-74.991450,5.036794,-2.533435,0.065414,-0.039999,0.009048
932,-1095,92,-67,-8.358779,0.702290,-0.511450,-0.296817,0.156985,-0.238359,-75.075038,5.043817,-2.538550,0.062446,-0.038429,0.006664
933,-1109,101,-49,-8.465649,0.770992,-0.374046,-0.403687,0.225687,-0.100954,-75.159695,5.051527,-2.542290,0.058409,-0.036172,0.005655
934,-1096,121,-50,-8.366412,0.923664,-0.381679,-0.304450,0.378359,-0.108588,-75.243359,5.060763,-2.546107,0.055365,-0.032389,0.004569
935,-1122,93,-39,-8.564885,0.709924,-0.297710,-0.502924,0.164618,-0.024618,-75.329008,5.067863,-2.549084,0.050335,-0.030742,0.004323
936,-1118,114,-87,-8.534351,0.870229,-0.664122,-0.472389,0.324924,-0.391031,-75.414351,5.076565,-2.555725,0.045612,-0.027493,0.000412
937,-1061,143,-75,-8.099237,1.091603,-0.572519,-0.037275,0.546298,-0.299427,-75.495344,5.087481,-2.561450,0.045239,-0.022030,-0.002582
938,-1276,85,-67,-9.740458,0.648855,-0.511450,-1.678496,0.103550,-0.238359,-75.592748,5.093969,-2.566565,0.028454,-0.020995,-0.004966
939,-1277,92,-41,-9.748092,0.702290,-0.312977,-1.686130,0.156985,-0.039885,-75.690229,5.100992,-2.569695,0.011593,-0.019425,-0.005365
940,-993,94,-73,-7.580153,0.717557,-0.557252,0.481809,0.172252,-0.284160,-75.766031,5.108168,-2.575267,0.016411,-0.017702,-0.008206
941,-1028,102,-69,-7.847328,0.778626,-0.526718,0.214634,0.233321,-0.253626,-75.844504,5.115954,-2.580534,0.018557,-0.015369,-0.010742
942,-1029,98,-65,-7.854962,0.748092,-0.496183,0.207000,0.202786,-0.223092,-75.923053,5.123435,-2.585496,0.020627,-0.013341,-0.012973
943,-1045,120,-84,-7.977099,0.916031,-0.641221,0.084863,0.370725,-0.368130,-76.002824,5.132595,-2.591908,0.021476,-0.009634,-0.016655
944,-1047,123,-63,-7.992366,0.938931,-0.480916,0.069595,0.393626,-0.207824,-76.082748,5.141985,-2.596718,0.022172,-0.005698,-0.018733
945,-1262,75,-244,-9.633588,0.572519,-1.862595,-1.571626,0.027214,-1.589504,-76.179084,5.147710,-2.615344,0.006455,-0.005426,-0.034628
946,-1276,9,-3,-9.740458,0.068702,-0.022901,-1.678496,-0.476603,0.250191,-76.276489,5.148397,-2.615573,-0.010330,-0.010192,-0.032126
947,-997,253,-14,-7.610687,1.931298,-0.106870,0.451275,1.385992,0.166221,-76.352595,5.167710,-2.616641,-0.005817,0.003668,-0.030464
948,-1031,3,-2,-7.870229,0.022901,-0.015267,0.191733,-0.522405,0.257824,-76.431298,5.167939,-2.616794,-0.003900,-0.001556,-0.027885
949,-1004,13,-9,-7.664122,0.099237,-0.068702,0.397840,-0.446069,0.204389,-76.507939,5.168931,-2.617481,0.000079,-0.006016,-0.025842
950,-1009,34,-256,-7.702290,0.259542,-1.954198,0.359672,-0.285763,-1.681107,-76.584962,5.171527,-2.637023,0.003676,-0.008874,-0.042653
951,-1014,12,-4,-7.740458,0.091603,-0.030534,0.321504,-0.453702,0.242557,-76.662366,5.172443,-2.637328,0.006891,-0.013411,-0.040227
952,-778,18,-251,-5.938931,0.137405,-1.916031,2.123031,-0.407901,-1.642939,-76.721756,5.173817,-2.656489,0.028121,-0.017490,-0.056656
953,-1014,48,-25,-7.740458,0.366412,-0.190840,0.321504,-0.178893,0.082252,-76.799160,5.177481,-2.658397,0.031336,-0.019279,-0.055834
954,-1005,30,19,-7.671756,0.229008,0.145038,0.390206,-0.316298,0.418130,-76.875878,5.179771,-2.656947,0.035238,-0.022442,-0.051653
955,-1085,65,-5,-8.282443,0.496183,-0.038168,-0.220481,-0.049122,0.234924,-76.958702,5.184733,-2.657328,0.033033,-0.022933,-0.049303
956,-1061,-230,21,-8.099237,-1.755725,0.160305,-0.037275,-2.301031,0.433397,-77.039695,5.167176,-2.655725,0.032660,-0.045944,-0.044969
957,-1045,42,5,-7.977099,0.320611,0.038168,0.084863,-0.224695,0.311260,-77.119466,5.170382,-2.655344,0.033509,-0.048190,-0.041857
958,-1048,28,17,-8.000000,0.213740,0.129771,0.061962,-0.331565,0.402863,-77.199466,5.172519,-2.654046,0.034129,-0.051506,-0.037828
959,-1072,9,13,-8.183206,0.068702,0.099237,-0.121244,-0.476603,0.372328,-77.281298,5.173206,-2.653053,0.032916,-0.056272,-0.034105
960,-794,11,19,-6.061069,0.083969,0.145038,2.000893,-0.461336,0.418130,-77.341908,5.174046,-2.651603,0.052925,-0.060885,-0.029924
961,-1051,30,251,-8.022901,0.229008,1.916031,0.039061,-0.316298,2.189122,-77.422137,5.176336,-2.632443,0.053316,-0.064048,-0.008032
962,-1077,30,19,-8.221374,0.229008,0.145038,-0.159412,-0.316298,0.418130,-77.504351,5.178626,-2.630992,0.051722,-0.067211,-0.003851
963,-1086,130,-92,-8.290076,0.992366,-0.702290,-0.228115,0.447061,-0.429198,-77.587252,5.188550,-2.638015,0.049441,-0.062741,-0.008143
964,-1032,139,-77,-7.877863,1.061069,-0.587786,0.184099,0.515763,-0.314695,-77.666031,5.199160,-2.643893,0.051282,-0.057583,-0.011290
965,-1072,123,-64,-8.183206,0.938931,-0.488550,-0.121244,0.393626,-0.215458,-77.747863,5.208550,-2.648779,0.050069,-0.053647,-0.013445
966,-1059,118,-86,-8.083969,0.900763,-0.656489,-0.022008,0.355458,-0.383397,-77.828702,5.217557,-2.655344,0.049849,-0.050092,-0.017279
967,-1071,140,-66,-8.175573,1.068702,-0.503817,-0.113611,0.523397,-0.230725,-77.910458,5.228244,-2.660382,0.048713,-0.044858,-0.019586
968,-1074,137,-46,-8.198473,1.045802,-0.351145,-0.136511,0.500496,-0.078053,-77.992443,5.238702,-2.663893,0.047348,-0.039853,-0.020366
969,-1117,115,-54,-8.526718,0.877863,-0.412214,-0.464756,0.332557,-0.139122,-78.077710,5.247481,-2.668015,0.042700,-0.036528,-0.021758
970,-1108,109,-88,-8.458015,0.832061,-0.671756,-0.396053,0.286756,-0.398664,-78.162290,5.255802,-2.674733,0.038740,-0.033660,-0.025744
971,-1039,153,-69,-7.931298,1.167939,-0.526718,0.130664,0.622634,-0.253626,-78.241603,5.267481,-2.680000,0.040046,-0.027434,-0.028281
972,-1271,70,-56,-9.702290,0.534351,-0.427481,-1.640328,-0.010954,-0.154389,-78.338626,5.272824,-2.684275,0.023643,-0.027544,-0.029824
973,-1005,74,-54,-7.671756,0.564885,-0.412214,0.390206,0.019580,-0.139122,-78.415344,5.278473,-2.688397,0.027545,-0.027348,-0.031216
974,-1256,77,-64,-9.587786,0.587786,-0.488550,-1.525824,0.042481,-0.215458,-78.511221,5.284351,-2.693282,0.012287,-0.026923,-0.033370
975,-980,79,-41,-7.480916,0.603053,-0.312977,0.581046,0.057748,-0.039885,-78.586031,5.290382,-2.696412,0.018097,-0.026345,-0.033769
976,-1274,85,-55,-9.725191,0.648855,-0.419847,-1.663229,0.103550,-0.146756,-78.683282,5.296870,-2.700611,0.001465,-0.025310,-0.035237
977,-997,107,-65,-7.610687,0.816794,-0.496183,0.451275,0.271489,-0.223092,-78.759389,5.305038,-2.705573,0.005978,-0.022595,-0.037468
978,-1033,104,-66,-7.885496,0.793893,-0.503817,0.176466,0.248588,-0.230725,-78.838244,5.312977,-2.710611,0.007742,-0.020109,-0.039775
979,-1269,88,-8,-9.687023,0.671756,-0.061069,-1.625061,0.126450,0.212023,-78.935115,5.319695,-2.711221,-0.008508,-0.018845,-0.037655
980,-1048,25,-17,-8.000000,0.190840,-0.129771,0.061962,-0.354466,0.143321,-79.015115,5.321603,-2.712519,-0.007889,-0.022389,-0.036221
981,-776,9,17,-5.923664,0.068702,0.129771,2.138298,-0.476603,0.402863,-79.074351,5.322290,-2.711221,0.013494,-0.027155,-0.032193
982,-1031,2,-2,-7.870229,0.015267,-0.015267,0.191733,-0.530038,0.257824,-79.153053,5.322443,-2.711374,0.015412,-0.032456,-0.029615
983,-1009,248,-250,-7.702290,1.893130,-1.908397,0.359672,1.347824,-1.635305,-79.230076,5.341374,-2.730458,0.019008,-0.018977,-0.045968
984,-1003,-20,15,-7.656489,-0.152672,0.114504,0.405473,-0.697977,0.387595,-79.306641,5.339847,-2.729313,0.023063,-0.025957,-0.042092
985,-1273,1,23,-9.717557,0.007634,0.175573,-1.655595,-0.537672,0.448664,-79.403817,5.339924,-2.727557,0.006507,-0.031334,-0.037605
986,-1030,8,-248,-7.862595,0.061069,-1.893130,0.199366,-0.484237,-1.620038,-79.482443,5.340534,-2.746489,0.008501,-0.036176,-0.053805
987,-1266,235,8,-9.664122,1.793893,0.061069,-1.602160,1.248588,0.334160,-79.579084,5.358473,-2.745878,-0.007521,-0.023690,-0.050464
988,-1026,250,26,-7.832061,1.908397,0.198473,0.229901,1.363092,0.471565,-79.657405,5.377557,-2.743893,-0.005222,-0.010060,-0.045748
989,-782,27,14,-5.969466,0.206107,0.106870,2.092496,-0.339198,0.379962,-79.717099,5.379618,-2.742824,0.015703,-0.013452,-0.041948
990,-1085,89,-24,-8.282443,0.679389,-0.183206,-0.220481,0.134084,0.089885,-79.799924,5.386412,-2.744656,0.013498,-0.012111,-0.041050
991,-1094,97,240,-8.351145,0.740458,1.832061,-0.289183,0.195153,2.105153,-79.883435,5.393817,-2.726336,0.010607,-0.010159,-0.019998
992,-1080,81,-24,-8.244275,0.618321,-0.183206,-0.182313,0.073015,0.089885,-79.965878,5.400000,-2.728168,0.008784,-0.009429,-0.019099
993,-1073,75,3,-8.190840,0.572519,0.022901,-0.128878,0.027214,0.295992,-80.047786,5.405725,-2.727939,0.007495,-0.009157,-0.016139
994,-1078,39,4,-8.229008,0.297710,0.030534,-0.167046,-0.247595,0.303626,-80.130076,5.408702,-2.727634,0.005824,-0.011633,-0.013103
995,-1080,42,249,-8.244275,0.320611,1.900763,-0.182313,-0.224695,2.173855,-80.212519,5.411908,-2.708626,0.004001,-0.013880,0.008635
996,-1076,35,7,-8.213740,0.267176,0.053435,-0.151779,-0.278130,0.326527,-80.294656,5.414580,-2.708092,0.002483,-0.016661,0.011901
997,-1047,87,-67,-7.992366,0.664122,-0.511450,0.069595,0.118817,-0.238359,-80.374580,5.421221,-2.713206,0.003179,-0.015473,0.009517
998,-1079,118,-79,-8.236641,0.900763,-0.603053,-0.174679,0.355458,-0.329962,-80.456947,5.430229,-2.719237,0.001433,-0.011918,0.006218
999,-1056,154,-79,-8.061069,1.175573,-0.603053,0.000893,0.630267,-0.329962,-80.537557,5.441985,-2.725267,0.001441,-0.005616,0.002918
1000,-1075,145,-74,-8.206107,1.106870,-0.564885,-0.144145,0.561565,-0.291794,-80.619618,5.453053,-2.730916,-0.000000,-0.000000,0.000000
