Sample Index,GX Raw (LSB),GY Raw (LSB),GZ Raw (LSB),GX Uncal (dps),GY Uncal (dps),GZ Uncal (dps),GX Cal (dps),GY Cal (dps),GZ Cal (dps),Roll Angle Uncal (deg),Pitch Angle Uncal (deg),Yaw Angle Uncal (deg),Roll Angle Cal (deg),Pitch Angle Cal (deg),Yaw Angle Cal (deg)
570,-828,135,-251,-6.320611,1.030534,-1.916031,1.741351,0.485229,-1.642939,-45.846565,3.249542,-1.662290,0.106618,0.141302,-0.105668
571,-786,-192,-79,-6.000000,-1.465649,-0.603053,2.061962,-2.010954,-0.329962,-45.906565,3.234885,-1.668321,0.127237,0.121192,-0.108968
572,-1280,83,-242,-9.770992,0.633588,-1.847328,-1.709031,0.088282,-1.574237,-46.004275,3.241221,-1.686794,0.110147,0.122075,-0.124710
573,-1086,36,201,-8.290076,0.274809,1.534351,-0.228115,-0.270496,1.807443,-46.087176,3.243969,-1.671450,0.107866,0.119370,-0.106635
574,-1065,106,-2,-8.129771,0.809160,-0.015267,-0.067809,0.263855,0.257824,-46.168473,3.252061,-1.671603,0.107188,0.122008,-0.104057
575,-770,31,-39,-5.877863,0.236641,-0.297710,2.184099,-0.308664,-0.024618,-46.227252,3.254427,-1.674580,0.129029,0.118922,-0.104303
576,-1043,99,-242,-7.961832,0.755725,-1.847328,0.100130,0.210420,-1.574237,-46.306870,3.261985,-1.693053,0.130030,0.121026,-0.120046
577,-1095,130,-28,-8.358779,0.992366,-0.213740,-0.296817,0.447061,0.059351,-46.390458,3.271908,-1.695191,0.127062,0.125497,-0.119452
578,-1083,56,32,-8.267176,0.427481,0.244275,-0.205214,-0.117824,0.517366,-46.473130,3.276183,-1.692748,0.125010,0.124318,-0.114279
579,-1087,139,-58,-8.297710,1.061069,-0.442748,-0.235748,0.515763,-0.169656,-46.556107,3.286794,-1.697176,0.122652,0.129476,-0.115975
580,-774,246,223,-5.908397,1.877863,1.702290,2.153565,1.332557,1.975382,-46.615191,3.305573,-1.680153,0.144188,0.142802,-0.096221
581,-1268,38,-35,-9.679389,0.290076,-0.267176,-1.617427,-0.255229,0.005916,-46.711985,3.308473,-1.682824,0.128014,0.140249,-0.096162
582,-1275,-215,-85,-9.732824,-1.641221,-0.648855,-1.670863,-2.186527,-0.375763,-46.809313,3.292061,-1.689313,0.111305,0.118384,-0.099920
583,-1049,237,232,-8.007634,1.809160,1.770992,0.054328,1.263855,2.044084,-46.889389,3.310153,-1.671603,0.111848,0.131023,-0.079479
584,-1056,120,-250,-8.061069,0.916031,-1.908397,0.000893,0.370725,-1.635305,-46.970000,3.319313,-1.690687,0.111857,0.134730,-0.095832
585,-1096,107,-18,-8.366412,0.816794,-0.137405,-0.304450,0.271489,0.135687,-47.053664,3.327481,-1.692061,0.108813,0.137445,-0.094475
586,-840,1,-8,-6.412214,0.007634,-0.061069,1.649748,-0.537672,0.212023,-47.117786,3.327557,-1.692672,0.125310,0.132068,-0.092355
587,-1109,155,-37,-8.465649,1.183206,-0.282443,-0.403687,0.637901,-0.009351,-47.202443,3.339389,-1.695496,0.121273,0.138447,-0.092448
588,-1009,-238,-71,-7.702290,-1.816794,-0.541985,0.359672,-2.362099,-0.268893,-47.279466,3.321221,-1.700916,0.124870,0.114826,-0.095137
589,-1030,91,-246,-7.862595,0.694656,-1.877863,0.199366,0.149351,-1.604771,-47.358092,3.328168,-1.719695,0.126864,0.116319,-0.111185
590,-798,-168,-83,-6.091603,-1.282443,-0.633588,1.970359,-1.827748,-0.360496,-47.419008,3.315344,-1.726031,0.146567,0.098042,-0.114790
591,-790,244,220,-6.030534,1.862595,1.679389,2.031427,1.317290,1.952481,-47.479313,3.333969,-1.709237,0.166881,0.111215,-0.095265
592,-1063,103,-36,-8.114504,0.786260,-0.274809,-0.052542,0.240954,-0.001718,-47.560458,3.341832,-1.711985,0.166356,0.113624,-0.095282
593,-1053,83,-248,-8.038168,0.633588,-1.893130,0.023794,0.088282,-1.620038,-47.640840,3.348168,-1.730916,0.166594,0.114507,-0.111483
594,-797,21,245,-6.083969,0.160305,1.870229,1.977992,-0.385000,2.143321,-47.701679,3.349771,-1.712214,0.186374,0.110657,-0.090050
595,-1051,119,-256,-8.022901,0.908397,-1.954198,0.039061,0.363092,-1.681107,-47.781908,3.358855,-1.731756,0.186765,0.114288,-0.106861
596,-1041,-182,-85,-7.946565,-1.389313,-0.648855,0.115397,-1.934618,-0.375763,-47.861374,3.344962,-1.738244,0.187918,0.094942,-0.110618
597,-1037,-111,-238,-7.916031,-0.847328,-1.816794,0.145931,-1.392634,-1.543702,-47.940534,3.336489,-1.756412,0.189378,0.081016,-0.126055
598,-1085,86,-73,-8.282443,0.656489,-0.557252,-0.220481,0.111183,-0.284160,-48.023359,3.343053,-1.761985,0.187173,0.082127,-0.128897
599,-1010,54,-76,-7.709924,0.412214,-0.580153,0.352038,-0.133092,-0.307061,-48.100458,3.347176,-1.767786,0.190693,0.080797,-0.131968
600,-1272,50,-248,-9.709924,0.381679,-1.893130,-1.647962,-0.163626,-1.620038,-48.197557,3.350992,-1.786718,0.174214,0.079160,-0.148168
601,-1058,77,-242,-8.076336,0.587786,-1.847328,-0.014374,0.042481,-1.574237,-48.278321,3.356870,-1.805191,0.174070,0.079585,-0.163910
602,-1036,14,-53,-7.908397,0.106870,-0.404580,0.153565,-0.438435,-0.131489,-48.357405,3.357939,-1.809237,0.175606,0.075201,-0.165225
603,-1026,17,14,-7.832061,0.129771,0.106870,0.229901,-0.415534,0.379962,-48.435725,3.359237,-1.808168,0.177905,0.071045,-0.161426
604,-1109,151,-23,-8.465649,1.152672,-0.175573,-0.403687,0.607366,0.097519,-48.520382,3.370763,-1.809924,0.173868,0.077119,-0.160450
605,-1055,109,-228,-8.053435,0.832061,-1.740458,0.008527,0.286756,-1.467366,-48.600916,3.379084,-1.827328,0.173953,0.079987,-0.175124
606,-1080,152,-68,-8.244275,1.160305,-0.519084,-0.182313,0.615000,-0.245992,-48.683359,3.390687,-1.832519,0.172130,0.086137,-0.177584
607,-1015,-248,217,-7.748092,-1.893130,1.656489,0.313870,-2.438435,1.929580,-48.760840,3.371756,-1.815954,0.175269,0.061752,-0.158288
608,-1036,112,-8,-7.908397,0.854962,-0.061069,0.153565,0.309656,0.212023,-48.839924,3.380305,-1.816565,0.176804,0.064849,-0.156168
609,-1029,16,209,-7.854962,0.122137,1.595420,0.207000,-0.423168,1.868511,-48.918473,3.381527,-1.800611,0.178874,0.060617,-0.137483
610,-1037,4,-66,-7.916031,0.030534,-0.503817,0.145931,-0.514771,-0.230725,-48.997634,3.381832,-1.805649,0.180334,0.055469,-0.139790
611,-1026,18,6,-7.832061,0.137405,0.045802,0.229901,-0.407901,0.318893,-49.075954,3.383206,-1.805191,0.182633,0.051390,-0.136601
612,-1028,114,-7,-7.847328,0.870229,-0.053435,0.214634,0.324924,0.219656,-49.154427,3.391908,-1.805725,0.184779,0.054640,-0.134405
613,-1277,-227,199,-9.748092,-1.732824,1.519084,-1.686130,-2.278130,1.792176,-49.251908,3.374580,-1.790534,0.167918,0.031858,-0.116483
614,-1026,43,-231,-7.832061,0.328244,-1.763359,0.229901,-0.217061,-1.490267,-49.330229,3.377863,-1.808168,0.170217,0.029688,-0.131385
615,-1051,28,243,-8.022901,0.213740,1.854962,0.039061,-0.331565,2.128053,-49.410458,3.380000,-1.789618,0.170607,0.026372,-0.110105
616,-1065,119,-29,-8.129771,0.908397,-0.221374,-0.067809,0.363092,0.051718,-49.491756,3.389084,-1.791832,0.169929,0.030003,-0.109588
617,-1277,-219,-80,-9.748092,-1.671756,-0.610687,-1.686130,-2.217061,-0.337595,-49.589237,3.372366,-1.797939,0.153068,0.007832,-0.112964
618,-1033,20,-66,-7.885496,0.152672,-0.503817,0.176466,-0.392634,-0.230725,-49.668092,3.373893,-1.802977,0.154833,0.003906,-0.115271
619,-1043,-231,202,-7.961832,-1.763359,1.541985,0.100130,-2.308664,1.815076,-49.747710,3.356260,-1.787557,0.155834,-0.019181,-0.097120
620,-1280,-13,209,-9.770992,-0.099237,1.595420,-1.709031,-0.644542,1.868511,-49.845420,3.355267,-1.771603,0.138744,-0.025626,-0.078435
621,-1052,101,-233,-8.030534,0.770992,-1.778626,0.031427,0.225687,-1.505534,-49.925725,3.362977,-1.789389,0.139058,-0.023369,-0.093490
622,-1067,127,-39,-8.145038,0.969466,-0.297710,-0.083076,0.424160,-0.024618,-50.007176,3.372672,-1.792366,0.138227,-0.019127,-0.093737
623,-1081,40,240,-8.251908,0.305344,1.832061,-0.189947,-0.239962,2.105153,-50.089695,3.375725,-1.774046,0.136328,-0.021527,-0.072685
624,-1073,114,-6,-8.190840,0.870229,-0.045802,-0.128878,0.324924,0.227290,-50.171603,3.384427,-1.774504,0.135039,-0.018278,-0.070412
625,-778,101,-68,-5.938931,0.770992,-0.519084,2.123031,0.225687,-0.245992,-50.230992,3.392137,-1.779695,0.156269,-0.016021,-0.072872
626,-1255,85,-37,-9.580153,0.648855,-0.282443,-1.518191,0.103550,-0.009351,-50.326794,3.398626,-1.782519,0.141087,-0.014985,-0.072966
627,-1276,61,-78,-9.740458,0.465649,-0.595420,-1.678496,-0.079656,-0.322328,-50.424198,3.403282,-1.788473,0.124302,-0.015782,-0.076189
628,-1046,-233,-62,-7.984733,-1.778626,-0.473282,0.077229,-2.323931,-0.200191,-50.504046,3.385496,-1.793206,0.125075,-0.039021,-0.078191
629,-1041,44,-6,-7.946565,0.335878,-0.045802,0.115397,-0.209427,0.227290,-50.583511,3.388855,-1.793664,0.126228,-0.041116,-0.075918
630,-1060,133,-6,-8.091603,1.015267,-0.045802,-0.029641,0.469962,0.227290,-50.664427,3.399008,-1.794122,0.125932,-0.036416,-0.073645
631,-1107,31,207,-8.450382,0.236641,1.580153,-0.388420,-0.308664,1.853244,-50.748931,3.401374,-1.778321,0.122048,-0.039503,-0.055113
632,-1050,63,-232,-8.015267,0.480916,-1.770992,0.046695,-0.064389,-1.497901,-50.829084,3.406183,-1.796031,0.122515,-0.040147,-0.070092
633,-807,101,-69,-6.160305,0.770992,-0.526718,1.901656,0.225687,-0.253626,-50.890687,3.413893,-1.801298,0.141531,-0.037890,-0.072628
634,-1265,22,198,-9.656489,0.167939,1.511450,-1.594527,-0.377366,1.784542,-50.987252,3.415573,-1.786183,0.125586,-0.041663,-0.054782
635,-1036,88,-13,-7.908397,0.671756,-0.099237,0.153565,0.126450,0.173855,-51.066336,3.422290,-1.787176,0.127122,-0.040399,-0.053044
636,-792,102,-240,-6.045802,0.778626,-1.832061,2.016160,0.233321,-1.558969,-51.126794,3.430076,-1.805496,0.147283,-0.038066,-0.068634
637,-1072,120,-69,-8.183206,0.916031,-0.526718,-0.121244,0.370725,-0.253626,-51.208626,3.439237,-1.810763,0.146071,-0.034358,-0.071170
638,-1049,37,-240,-8.007634,0.282443,-1.832061,0.054328,-0.262863,-1.558969,-51.288702,3.442061,-1.829084,0.146614,-0.036987,-0.086760
639,-1091,84,-244,-8.328244,0.641221,-1.862595,-0.266282,0.095916,-1.589504,-51.371985,3.448473,-1.847710,0.143951,-0.036028,-0.102655
640,-812,122,-64,-6.198473,0.931298,-0.488550,1.863489,0.385992,-0.215458,-51.433969,3.457786,-1.852595,0.162586,-0.032168,-0.104809
641,-1054,119,-67,-8.045802,0.908397,-0.511450,0.016160,0.363092,-0.238359,-51.514427,3.466870,-1.857710,0.162748,-0.028537,-0.107193
642,-1020,231,184,-7.786260,1.763359,1.404580,0.275702,1.218053,1.677672,-51.592290,3.484504,-1.843664,0.165505,-0.016356,-0.090416
643,-1034,0,227,-7.893130,0.000000,1.732824,0.168832,-0.545305,2.005916,-51.671221,3.484504,-1.826336,0.167193,-0.021810,-0.070357
644,-1025,-219,-48,-7.824427,-1.671756,-0.366412,0.237534,-2.217061,-0.093321,-51.749466,3.467786,-1.830000,0.169569,-0.043980,-0.071290
645,-1118,111,-35,-8.534351,0.847328,-0.267176,-0.472389,0.302023,0.005916,-51.834809,3.476260,-1.832672,0.164845,-0.040960,-0.071231
646,-1099,83,-19,-8.389313,0.633588,-0.145038,-0.327351,0.088282,0.128053,-51.918702,3.482595,-1.834122,0.161571,-0.040077,-0.069950
647,-1115,79,-49,-8.511450,0.603053,-0.374046,-0.449489,0.057748,-0.100954,-52.003817,3.488626,-1.837863,0.157076,-0.039500,-0.070960
648,-1085,94,-41,-8.282443,0.717557,-0.312977,-0.220481,0.172252,-0.039885,-52.086641,3.495802,-1.840992,0.154871,-0.037777,-0.071359
649,-1097,95,230,-8.374046,0.725191,1.755725,-0.312084,0.179885,2.028817,-52.170382,3.503053,-1.823435,0.151751,-0.035978,-0.051071
650,-1075,95,-56,-8.206107,0.725191,-0.427481,-0.144145,0.179885,-0.154389,-52.252443,3.510305,-1.827710,0.150309,-0.034179,-0.052615
651,-1106,110,-94,-8.442748,0.839695,-0.717557,-0.380786,0.294389,-0.444466,-52.336870,3.518702,-1.834885,0.146501,-0.031235,-0.057059
652,-1072,166,-82,-8.183206,1.267176,-0.625954,-0.121244,0.721870,-0.352863,-52.418702,3.531374,-1.841145,0.145289,-0.024017,-0.060588
653,-1029,90,-80,-7.854962,0.687023,-0.610687,0.207000,0.141718,-0.337595,-52.497252,3.538244,-1.847252,0.147359,-0.022600,-0.063964
654,-1252,96,-65,-9.557252,0.732824,-0.496183,-1.495290,0.187519,-0.223092,-52.592824,3.545573,-1.852214,0.132406,-0.020724,-0.066195
655,-992,100,-48,-7.572519,0.763359,-0.366412,0.489443,0.218053,-0.093321,-52.668550,3.553206,-1.855878,0.137300,-0.018544,-0.067128
656,-983,79,-63,-7.503817,0.603053,-0.480916,0.558145,0.057748,-0.207824,-52.743588,3.559237,-1.860687,0.142882,-0.017966,-0.069206
657,-1262,104,-61,-9.633588,0.793893,-0.465649,-1.571626,0.248588,-0.192557,-52.839924,3.567176,-1.865344,0.127166,-0.015481,-0.071132
658,-995,86,-68,-7.595420,0.656489,-0.519084,0.466542,0.111183,-0.245992,-52.915878,3.573740,-1.870534,0.131831,-0.014369,-0.073592
659,-1030,80,-73,-7.862595,0.610687,-0.557252,0.199366,0.065382,-0.284160,-52.994504,3.579847,-1.876107,0.133825,-0.013715,-0.076433
660,-1014,67,-248,-7.740458,0.511450,-1.893130,0.321504,-0.033855,-1.620038,-53.071908,3.584962,-1.895038,0.137040,-0.014053,-0.092634
661,-1028,12,-253,-7.847328,0.091603,-1.931298,0.214634,-0.453702,-1.658206,-53.150382,3.585878,-1.914351,0.139186,-0.018590,-0.109216
662,-1051,-20,18,-8.022901,-0.152672,0.137405,0.039061,-0.697977,0.410496,-53.230611,3.584351,-1.912977,0.139577,-0.025570,-0.105111
663,-772,3,12,-5.893130,0.022901,0.091603,2.168832,-0.522405,0.364695,-53.289542,3.584580,-1.912061,0.161265,-0.030794,-0.101464
664,-1064,-15,23,-8.122137,-0.114504,0.175573,-0.060176,-0.659809,0.448664,-53.370763,3.583435,-1.910305,0.160663,-0.037392,-0.096977
665,-1019,12,10,-7.778626,0.091603,0.076336,0.283336,-0.453702,0.349427,-53.448550,3.584351,-1.909542,0.163497,-0.041929,-0.093483
666,-777,8,5,-5.931298,0.061069,0.038168,2.130664,-0.484237,0.311260,-53.507863,3.584962,-1.909160,0.184803,-0.046772,-0.090370
667,-785,-7,23,-5.992366,-0.053435,0.175573,2.069595,-0.598740,0.448664,-53.567786,3.584427,-1.907405,0.205499,-0.052759,-0.085884
668,-1021,-5,12,-7.793893,-0.038168,0.091603,0.268069,-0.583473,0.364695,-53.645725,3.584046,-1.906489,0.208180,-0.058594,-0.082237
669,-810,28,215,-6.183206,0.213740,1.641221,1.878756,-0.331565,1.914313,-53.707557,3.586183,-1.890076,0.226967,-0.061910,-0.063094
670,-1093,114,-48,-8.343511,0.870229,-0.366412,-0.281550,0.324924,-0.093321,-53.790992,3.594885,-1.893740,0.224152,-0.058660,-0.064027
671,-1091,120,-41,-8.328244,0.916031,-0.312977,-0.266282,0.370725,-0.039885,-53.874275,3.604046,-1.896870,0.221489,-0.054953,-0.064426
672,-1085,110,-44,-8.282443,0.839695,-0.335878,-0.220481,0.294389,-0.062786,-53.957099,3.612443,-1.900229,0.219284,-0.052009,-0.065053
673,-1117,126,-48,-8.526718,0.961832,-0.366412,-0.464756,0.416527,-0.093321,-54.042366,3.622061,-1.903893,0.214637,-0.047844,-0.065987
674,-1115,124,-47,-8.511450,0.946565,-0.358779,-0.449489,0.401260,-0.085687,-54.127481,3.631527,-1.907481,0.210142,-0.043831,-0.066844
675,-1120,126,-46,-8.549618,0.961832,-0.351145,-0.487656,0.416527,-0.078053,-54.212977,3.641145,-1.910992,0.205265,-0.039666,-0.067624
676,-1102,108,-36,-8.412214,0.824427,-0.274809,-0.350252,0.279122,-0.001718,-54.297099,3.649389,-1.913740,0.201763,-0.036875,-0.067641
677,-1099,91,-38,-8.389313,0.694656,-0.290076,-0.327351,0.149351,-0.016985,-54.380992,3.656336,-1.916641,0.198489,-0.035381,-0.067811
678,-1071,157,-29,-8.175573,1.198473,-0.221374,-0.113611,0.653168,0.051718,-54.462748,3.668321,-1.918855,0.197353,-0.028850,-0.067294
679,-1251,100,-58,-9.549618,0.763359,-0.442748,-1.487656,0.218053,-0.169656,-54.558244,3.675954,-1.923282,0.182477,-0.026669,-0.068990
680,-1259,86,-43,-9.610687,0.656489,-0.328244,-1.548725,0.111183,-0.055153,-54.654351,3.682519,-1.926565,0.166989,-0.025557,-0.069542
681,-1251,96,-60,-9.549618,0.732824,-0.458015,-1.487656,0.187519,-0.184924,-54.749847,3.689847,-1.931145,0.152113,-0.023682,-0.071391
682,-1268,92,-65,-9.679389,0.702290,-0.496183,-1.617427,0.156985,-0.223092,-54.846641,3.696870,-1.936107,0.135938,-0.022112,-0.073622
683,-1028,109,-56,-7.847328,0.832061,-0.427481,0.214634,0.286756,-0.154389,-54.925115,3.705191,-1.940382,0.138085,-0.019245,-0.075166
684,-1031,97,-64,-7.870229,0.740458,-0.488550,0.191733,0.195153,-0.215458,-55.003817,3.712595,-1.945267,0.140002,-0.017293,-0.077321
685,-1272,109,-62,-9.709924,0.832061,-0.473282,-1.647962,0.286756,-0.200191,-55.100916,3.720916,-1.950000,0.123523,-0.014426,-0.079323
686,-1278,78,-63,-9.755725,0.595420,-0.480916,-1.693763,0.050115,-0.207824,-55.198473,3.726870,-1.954809,0.106585,-0.013924,-0.081401
687,-1275,2,-17,-9.732824,0.015267,-0.129771,-1.670863,-0.530038,0.143321,-55.295802,3.727023,-1.956107,0.089876,-0.019225,-0.079968
688,-1014,2,25,-7.740458,0.015267,0.190840,0.321504,-0.530038,0.463931,-55.373206,3.727176,-1.954198,0.093091,-0.024525,-0.075328
689,-1273,241,-244,-9.717557,1.839695,-1.862595,-1.655595,1.294389,-1.589504,-55.470382,3.745573,-1.972824,0.076535,-0.011581,-0.091223
690,-1276,235,22,-9.740458,1.793893,0.167939,-1.678496,1.248588,0.441031,-55.567786,3.763511,-1.971145,0.059750,0.000905,-0.086813
691,-1001,238,-253,-7.641221,1.816794,-1.931298,0.420740,1.271489,-1.658206,-55.644198,3.781679,-1.990458,0.063958,0.013619,-0.103395
692,-1006,248,-23,-7.679389,1.893130,-0.175573,0.382573,1.347824,0.097519,-55.720992,3.800611,-1.992214,0.067784,0.027098,-0.102420
693,-1280,24,-4,-9.770992,0.183206,-0.030534,-1.709031,-0.362099,0.242557,-55.818702,3.802443,-1.992519,0.050693,0.023477,-0.099994
694,-1016,12,12,-7.755725,0.091603,0.091603,0.306237,-0.453702,0.364695,-55.896260,3.803359,-1.991603,0.053756,0.018940,-0.096347
695,-1055,-4,12,-8.053435,-0.030534,0.091603,0.008527,-0.575840,0.364695,-55.976794,3.803053,-1.990687,0.053841,0.013181,-0.092700
696,-804,80,251,-6.137405,0.610687,1.916031,1.924557,0.065382,2.189122,-56.038168,3.809160,-1.971527,0.073086,0.013835,-0.070809
697,-1064,67,237,-8.122137,0.511450,1.809160,-0.060176,-0.033855,2.082252,-56.119389,3.814275,-1.953435,0.072485,0.013497,-0.049987
698,-1079,66,1,-8.236641,0.503817,0.007634,-0.174679,-0.041489,0.280725,-56.201756,3.819313,-1.953359,0.070738,0.013082,-0.047179
699,-1059,60,1,-8.083969,0.458015,0.007634,-0.022008,-0.087290,0.280725,-56.282595,3.823893,-1.953282,0.070518,0.012209,-0.044372
700,-1094,41,255,-8.351145,0.312977,1.946565,-0.289183,-0.232328,2.219656,-56.366107,3.827023,-1.933817,0.067626,0.009885,-0.022176
701,-1081,45,252,-8.251908,0.343511,1.923664,-0.189947,-0.201794,2.196756,-56.448626,3.830458,-1.914580,0.065726,0.007868,-0.000208
702,-1069,32,6,-8.160305,0.244275,0.045802,-0.098344,-0.301031,0.318893,-56.530229,3.832901,-1.914122,0.064743,0.004857,0.002981
703,-1079,127,-65,-8.236641,0.969466,-0.496183,-0.174679,0.424160,-0.223092,-56.612595,3.842595,-1.919084,0.062996,0.009099,0.000750
704,-1059,123,-88,-8.083969,0.938931,-0.671756,-0.022008,0.393626,-0.398664,-56.693435,3.851985,-1.925802,0.062776,0.013035,-0.003237
705,-1051,128,-78,-8.022901,0.977099,-0.595420,0.039061,0.431794,-0.322328,-56.773664,3.861756,-1.931756,0.063167,0.017353,-0.006460
706,-1058,132,-79,-8.076336,1.007634,-0.603053,-0.014374,0.462328,-0.329962,-56.854427,3.871832,-1.937786,0.063023,0.021976,-0.009760
707,-1042,138,-93,-7.954198,1.053435,-0.709924,0.107763,0.508130,-0.436832,-56.933969,3.882366,-1.944885,0.064101,0.027058,-0.014128
708,-1061,153,-72,-8.099237,1.167939,-0.549618,-0.037275,0.622634,-0.276527,-57.014962,3.894046,-1.950382,0.063728,0.033284,-0.016893
709,-1032,146,-88,-7.877863,1.114504,-0.671756,0.184099,0.569198,-0.398664,-57.093740,3.905191,-1.957099,0.065569,0.038976,-0.020880
710,-1051,146,-83,-8.022901,1.114504,-0.633588,0.039061,0.569198,-0.360496,-57.173969,3.916336,-1.963435,0.065960,0.044668,-0.024485
711,-1053,133,-88,-8.038168,1.015267,-0.671756,0.023794,0.469962,-0.398664,-57.254351,3.926489,-1.970153,0.066197,0.049368,-0.028471
712,-1046,79,-36,-7.984733,0.603053,-0.274809,0.077229,0.057748,-0.001718,-57.334198,3.932519,-1.972901,0.066970,0.049945,-0.028489
713,-785,48,-11,-5.992366,0.366412,-0.083969,2.069595,-0.178893,0.189122,-57.394122,3.936183,-1.973740,0.087666,0.048156,-0.026597
714,-1020,24,-5,-7.786260,0.183206,-0.038168,0.275702,-0.362099,0.234924,-57.471985,3.938015,-1.974122,0.090423,0.044535,-0.024248
715,-1023,22,-249,-7.809160,0.167939,-1.900763,0.252802,-0.377366,-1.627672,-57.550076,3.939695,-1.993130,0.092951,0.040761,-0.040525
716,-1043,52,-17,-7.961832,0.396947,-0.129771,0.100130,-0.148359,0.143321,-57.629695,3.943664,-1.994427,0.093952,0.039278,-0.039092
717,-1023,42,-25,-7.809160,0.320611,-0.190840,0.252802,-0.224695,0.082252,-57.707786,3.946870,-1.996336,0.096480,0.037031,-0.038269
718,-1012,70,-12,-7.725191,0.534351,-0.091603,0.336771,-0.010954,0.181489,-57.785038,3.952214,-1.997252,0.099848,0.036921,-0.036454
719,-1009,25,-35,-7.702290,0.190840,-0.267176,0.359672,-0.354466,0.005916,-57.862061,3.954122,-1.999924,0.103445,0.033377,-0.036395
720,-1021,70,-43,-7.793893,0.534351,-0.328244,0.268069,-0.010954,-0.055153,-57.940000,3.959466,-2.003206,0.106125,0.033267,-0.036947
721,-1002,251,18,-7.648855,1.916031,0.137405,0.413107,1.370725,0.410496,-58.016489,3.978626,-2.001832,0.110256,0.046974,-0.032842
722,-1072,12,0,-8.183206,0.091603,0.000000,-0.121244,-0.453702,0.273092,-58.098321,3.979542,-2.001832,0.109044,0.042437,-0.030111
723,-1071,67,252,-8.175573,0.511450,1.923664,-0.113611,-0.033855,2.196756,-58.180076,3.984656,-1.982595,0.107908,0.042099,-0.008143
724,-1096,48,252,-8.366412,0.366412,1.923664,-0.304450,-0.178893,2.196756,-58.263740,3.988321,-1.963359,0.104863,0.040310,0.013824
725,-1070,19,253,-8.167939,0.145038,1.931298,-0.105977,-0.400267,2.204389,-58.345420,3.989771,-1.944046,0.103803,0.036307,0.035868
726,-1055,33,21,-8.053435,0.251908,0.160305,0.008527,-0.293397,0.433397,-58.425954,3.992290,-1.942443,0.103889,0.033373,0.040202
727,-1055,-250,4,-8.053435,-1.908397,0.030534,0.008527,-2.453702,0.303626,-58.506489,3.973206,-1.942137,0.103974,0.008836,0.043239
728,-1069,31,-33,-8.160305,0.236641,-0.251908,-0.098344,-0.308664,0.021183,-58.588092,3.975573,-1.944656,0.102991,0.005750,0.043450
729,-1130,116,-39,-8.625954,0.885496,-0.297710,-0.563992,0.340191,-0.024618,-58.674351,3.984427,-1.947634,0.097351,0.009152,0.043204
730,-1111,137,-76,-8.480916,1.045802,-0.580153,-0.418954,0.500496,-0.307061,-58.759160,3.994885,-1.953435,0.093161,0.014156,0.040134
731,-1067,134,-72,-8.145038,1.022901,-0.549618,-0.083076,0.477595,-0.276527,-58.840611,4.005115,-1.958931,0.092330,0.018932,0.037368
732,-1069,127,-80,-8.160305,0.969466,-0.610687,-0.098344,0.424160,-0.337595,-58.922214,4.014809,-1.965038,0.091347,0.023174,0.033992
733,-1083,138,-44,-8.267176,1.053435,-0.335878,-0.205214,0.508130,-0.062786,-59.004885,4.025344,-1.968397,0.089295,0.028255,0.033365
734,-1096,126,-64,-8.366412,0.961832,-0.488550,-0.304450,0.416527,-0.215458,-59.088550,4.034962,-1.973282,0.086250,0.032421,0.031210
735,-1109,101,-55,-8.465649,0.770992,-0.419847,-0.403687,0.225687,-0.146756,-59.173206,4.042672,-1.977481,0.082213,0.034677,0.029742
736,-1134,114,-45,-8.656489,0.870229,-0.343511,-0.594527,0.324924,-0.070420,-59.259771,4.051374,-1.980916,0.076268,0.037927,0.029038
737,-1108,142,-82,-8.458015,1.083969,-0.625954,-0.396053,0.538664,-0.352863,-59.344351,4.062214,-1.987176,0.072308,0.043313,0.025510
738,-1050,110,-71,-8.015267,0.839695,-0.541985,0.046695,0.294389,-0.268893,-59.424504,4.070611,-1.992595,0.072775,0.046257,0.022821
739,-1265,73,-39,-9.656489,0.557252,-0.297710,-1.594527,0.011947,-0.024618,-59.521069,4.076183,-1.995573,0.056829,0.046377,0.022574
740,-999,75,-54,-7.625954,0.572519,-0.412214,0.436008,0.027214,-0.139122,-59.597328,4.081908,-1.999695,0.061189,0.046649,0.021183
741,-1259,93,-61,-9.610687,0.709924,-0.465649,-1.548725,0.164618,-0.192557,-59.693435,4.089008,-2.004351,0.045702,0.048295,0.019258
742,-1261,78,-69,-9.625954,0.595420,-0.526718,-1.563992,0.050115,-0.253626,-59.789695,4.094962,-2.009618,0.030062,0.048796,0.016721
743,-1256,101,-80,-9.587786,0.770992,-0.610687,-1.525824,0.225687,-0.337595,-59.885573,4.102672,-2.015725,0.014804,0.051053,0.013345
744,-1278,112,-72,-9.755725,0.854962,-0.549618,-1.693763,0.309656,-0.276527,-59.983130,4.111221,-2.021221,-0.002134,0.054150,0.010580
745,-1051,115,-62,-8.022901,0.877863,-0.473282,0.039061,0.332557,-0.200191,-60.063359,4.120000,-2.025954,-0.001743,0.057475,0.008578
746,-1236,92,-5,-9.435115,0.702290,-0.038168,-1.373153,0.156985,0.234924,-60.157710,4.127023,-2.026336,-0.015475,0.059045,0.010927
747,-1017,6,-19,-7.763359,0.045802,-0.145038,0.298603,-0.499504,0.128053,-60.235344,4.127481,-2.027786,-0.012489,0.054050,0.012208
